"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",897.565585709876,1583.66053579565,1923.61049899254,2085.34971310158,2222.9472421666,2321.80525691669,2400.96228163338,2484.48215148891,2537.86052525163,2600.28133895029,2651.90231546161,2693.69632687234,2767.7712325355,2838.93453785437,2900.98467414872,2991.07324602994,3081.29506213787,3216.76588445674,3343.60604656256
"2",46.8704522177366,67.7485061275295,84.6170568354648,90.0685091406463,96.2633259484603,103.399508852561,105.351458886458,107.430094426378,112.959582144978,118.871510817342,121.326739948537,124.144921028766,127.27644410637,130.033382177662,132.209572759036,135.673678777184,136.207316022515,134.691274792054,133.403588291957
"3",98.7315786720241,75.1294274800539,64.5693823582624,60.0539560611917,57.216190274747,55.6377473084015,55.220265185077,56.2246345409437,54.8423544626572,51.5840450126624,49.2733676877983,49.3759037885718,50.0551866139992,46.6154145356956,44.6615438194424,48.2801765480419,49.0026084798728,52.509611561829,45.643518099879
"4",-318.977259493769,-238.386879096994,-216.695985572415,-202.424921011144,-193.414892457761,-184.298442796877,-183.436118538573,-180.380068601744,-175.633444793123,-174.071757762442,-174.11830198143,-171.514382043531,-169.184077619779,-170.513366385334,-170.556005677074,-166.808573516937,-167.990501358331,-164.535749719647,-162.630687309484
"5",51.5919691560952,44.7132801431085,36.8799428563871,35.3310034780788,33.0064547169976,32.1381994677886,32.2053719067379,31.078174405359,31.8267540207108,32.1498963407769,32.7436601966432,34.3072503421984,33.7493273702313,33.6098404014777,34.4302088833467,33.8041049469021,33.7773027872227,32.6434030309804,36.4857905483029
"6",-0.919594451470489,-0.762069158525721,-0.604782772485474,-0.569007219982049,-0.51411490559841,-0.492162559267432,-0.485847824931666,-0.459895783656163,-0.463328934274312,-0.461081275006729,-0.465489186977443,-0.487621126999706,-0.471540754216315,-0.464087667364077,-0.471957841363995,-0.453494538416237,-0.442954650380972,-0.415923943354787,-0.45128250082698
"7",16.0121887692985,13.9315877194155,15.5427713784632,16.5068210108706,18.2736319415259,19.5766560454645,18.2519753133584,17.3007112122103,15.7162364950859,13.2931032570344,14.1392451302111,12.3661926223922,14.8737631003629,17.2523686703288,18.7230805238174,17.4209811980385,17.3802199704965,15.8552461479334,13.7467106594252
"8",34.61629527133,33.1876923204528,40.0225753206036,35.576347162341,36.6657402259096,38.0835007419339,35.5105667212494,35.3656363207722,34.2297471987698,30.689907905599,33.4670810650437,32.8002500804623,31.5207542871718,35.7512325186265,32.8125939157446,27.7287003235828,25.0997106664167,24.5217890147541,24.119546967142
"9",76.3037233707928,53.8416365054084,50.0367934808231,51.6952845125034,50.365509335031,51.7565875184301,47.5747966000828,45.247217328238,39.8447221179911,35.9697805669246,36.2153572296422,30.0263594872373,26.779461583645,28.2381554747072,29.6394451746735,25.3163290699537,21.0255968333518,14.2895379969944,-3.04621936656358
"10",-489.483597552522,-309.842473899705,-249.696150592459,-217.666082010608,-191.636062415845,-175.663620688857,-173.208041916275,-155.582442668414,-154.720171128262,-145.133035319204,-138.310435223131,-128.82711839842,-138.77459078658,-139.041982797506,-131.388048590529,-129.980703321391,-125.958434219317,-83.1743855161541,-62.8422520222577
"11",42.5269163917031,18.3389612012659,12.1026015751044,9.93057659826382,6.17274263627089,1.69665381512628,3.61386392617376,0.224634540943349,-0.0925187604052613,-0.0616353258330894,2.43871202101744,3.00026536397222,0.762377617887212,2.23076976835285,3.95762042248541,5.34775565882921,7.9981186847812,7.20248086939055,14.6905766934111
"12",142.135241311375,68.3824252699599,44.7041919635457,32.5108068241541,18.5067136429402,18.30838459525,16.1392798772034,10.3145845293351,9.37291162692869,-0.659495517239544,-0.915922847709239,0.411063190065104,-4.56070307039357,-6.984458969481,-10.0767988945443,-14.0561495337884,-8.56982938998122,-9.81558720946156,-38.6143650972691
"13",-181.106863144992,-164.016509416459,-159.338656658344,-155.242208744546,-154.181196485597,-155.951038150262,-156.92754520846,-162.697345731563,-166.629782598124,-167.468056576319,-165.123194370184,-167.178603440119,-164.035901909835,-161.204215216094,-168.454795491795,-164.663422620646,-159.61686322996,-169.148040537938,-179.721850853347
"14",-4.15655287747903,-4.79616395931423,-5.19252395165787,-4.70071087705663,-4.61958947894829,-4.55078680764138,-4.33225721209923,-3.77454558542685,-3.58252014365922,-3.58122670757173,-3.61386032201265,-3.45794249630386,-3.63448797040049,-3.84608891984142,-3.42789190592634,-3.51178578604585,-3.63859468555198,-3.16909417770859,-3.18378830699515
"15",39.7388508119981,21.1835895035112,15.2261115411592,12.7929312262787,10.7858431937096,9.34615210020765,8.20453779049749,7.46438171148042,6.79930641421578,5.97827427951721,5.49659232107618,5.13161069622675,4.35106720361757,3.75308270520363,3.16901794619276,2.25201806600259,1.80549198702149,1.12495533655558,0.510185874167182
"16",-0.341758465181522,-0.145610078718208,-0.081518457048112,-0.05665307549597,-0.0340668859114561,-0.0165600748465552,-0.00259185595707519,0.00644815007441399,0.0132114987146184,0.0236254206416568,0.0292482908589761,0.0334506329088949,0.0437397079731969,0.0513261861784682,0.059621316237202,0.0740368076772724,0.0818456126812373,0.0948509546322472,0.100878135724601
